example_id,intent,difficulty,escalation_label,escalation_reason,customer_message,expected_reply_characteristics,historical_brand_text,source_conversation_id,customer_tweet_id,brand_tweet_id,human_verified,verified_by,verified_at,verification_method,verification_confidence,machine_verified,machine_reason
gold_011,playback_streaming_issue,short_noisy,AUTO_HANDLE,Technical audio/playback issue with standard diagnostic and clean reinstall troubleshooting paths.,Why @user playing up 😥,"Ask for device OS and Spotify version; suggest restarting device, toggling offline mode, or performing clean reinstall.",@user Hey there! Everything should be running smoothly now. Let us know if you're still getting issues /GS,conv_2917833_2917832,2917833,2917832,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'playback_streaming_issue' (12.3%). Minor policy variance on triage routing.
gold_012,playback_streaming_issue,short_noisy,AUTO_HANDLE,Technical audio/playback issue with standard diagnostic and clean reinstall troubleshooting paths.,@SpotifyCares Sonos Play:1,"Ask for device OS and Spotify version; suggest restarting device, toggling offline mode, or performing clean reinstall.","@user Got it. Just to clarify, did you have the shuffle feature toggled on when the issue happened? /MT",conv_510493_510491,510493,510491,False,,,automated_ensemble_verification,0.59,True,"Retained ground truth: Classifier prediction 'device_connectivity' has moderate confidence (59.5%), preserving original label."
gold_013,playback_streaming_issue,short_noisy,AUTO_HANDLE,Technical audio/playback issue with standard diagnostic and clean reinstall troubleshooting paths.,@user @user GIVE ME MY SKIPS BACK,"Ask for device OS and Spotify version; suggest restarting device, toggling offline mode, or performing clean reinstall.",@user Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /QI [URL],conv_2249487_2249486,2249487,2249486,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'playback_streaming_issue' (40.5%). Minor policy variance on triage routing.
gold_014,playback_streaming_issue,short_noisy,AUTO_HANDLE,Technical audio/playback issue with standard diagnostic and clean reinstall troubleshooting paths.,@user I need more skips,"Ask for device OS and Spotify version; suggest restarting device, toggling offline mode, or performing clean reinstall.","@user Hey Joel! Unlimited skips and on-demand listening is part of our Premium service. If you haven't had a subscription before, check this out: [URL] Let us know if you need anything else /CX",conv_86369_86368,86369,86368,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'playback_streaming_issue' (36.3%). Minor policy variance on triage routing.
gold_015,playback_streaming_issue,ambiguous_edge,AUTO_HANDLE,Technical audio/playback issue with standard diagnostic and clean reinstall troubleshooting paths.,"@SpotifyCares I am having a US Spotify account, I am in India traveling fora while. and because of this situation I am not able to play music on my Spotify !!","Ask for device OS and Spotify version; suggest restarting device, toggling offline mode, or performing clean reinstall.",@user Can you DM us your account's username or email address? We'll take a look backstage /PL [URL],conv_2846483_2846485,2846483,2846485,False,,,automated_ensemble_verification,0.15,True,"Retained ground truth: Classifier prediction 'catalog_licensing' has moderate confidence (15.4%), preserving original label."
gold_016,playback_streaming_issue,ambiguous_edge,AUTO_HANDLE,Technical audio/playback issue with standard diagnostic and clean reinstall troubleshooting paths.,@user What's up with the web player? I haven't been able to play anything for a couple of days on either Opera or Firefox...,"Ask for device OS and Spotify version; suggest restarting device, toggling offline mode, or performing clean reinstall.","@user Hi there. Can you let us know what device and operating system you're using? Also, are you getting any specific error messages when trying to play a track? /LM",conv_559967_559965,559967,559965,False,,,automated_ensemble_verification,0.15,True,"Retained ground truth: Classifier prediction 'app_crash_performance' has moderate confidence (15.4%), preserving original label."
gold_017,playback_streaming_issue,ambiguous_edge,AUTO_HANDLE,Technical audio/playback issue with standard diagnostic and clean reinstall troubleshooting paths.,"@SpotifyCares My Spotify has been accessed by someone. Music randomly stops playing or starts playing music I have not heard off. There is also music in my ""recently played"" that I haven't. I've changed my password 3 times and clicked ""Sign Out Everywhere"". Still not helped.","Ask for device OS and Spotify version; suggest restarting device, toggling offline mode, or performing clean reinstall.","@user Hey, we’re sorry to hear that! We'd suggest checking out [URL] for what to do next /MA",conv_2826929_2826928,2826929,2826928,False,,,automated_ensemble_verification,0.28,False,Questionable: Customer message indicates account access issues rather than audio streaming failure.
gold_018,playback_streaming_issue,ambiguous_edge,ESCALATE,Suspected account takeover or unauthorized access requires confidential identity verification.,"@SpotifyCares I think my account has been hacked, someone keeps playing music using Spotiamb 0.2.1 as a device - what do I do to resolve?","Ask for device OS and Spotify version; suggest restarting device, toggling offline mode, or performing clean reinstall.","@user Hey, we’re sorry to hear that. Check out [URL] for what to do next /JN",conv_67667_67666,67667,67666,False,,,automated_ensemble_verification,0.38,False,Questionable: Customer message indicates account access issues rather than audio streaming failure.
gold_019,playback_streaming_issue,ambiguous_edge,AUTO_HANDLE,Technical audio/playback issue with standard diagnostic and clean reinstall troubleshooting paths.,@SpotifyCares Is there a way I can stop Spotify from making a radio for every single thing that I play? Like I'll go to click on my playlist and I'm like wait this isn't on my playlist. And then I realise oh shit fam it's a radio,"Ask for device OS and Spotify version; suggest restarting device, toggling offline mode, or performing clean reinstall.","@user Hey there! Are you currently on Free or Premium? Also, are you hearing the different artists in between tracks or at the end of the playlist? We'll check things out for you /RE",conv_89506_2933215,89506,2933215,False,,,automated_ensemble_verification,0.72,False,"Retained ground truth: Classifier prediction 'playlist_library_management' has moderate confidence (72.2%), preserving original label."
gold_020,playback_streaming_issue,easy,AUTO_HANDLE,Technical audio/playback issue with standard diagnostic and clean reinstall troubleshooting paths.,hey @user- please create a feature where i can play my playlists backwards. i can’t be the only one who wants to listen to the newest stuff they’ve added first and progress into the older tracks.,"Ask for device OS and Spotify version; suggest restarting device, toggling offline mode, or performing clean reinstall.","@user Hi Kathryn! It's definitely something for the team to consider and we'll make sure it reaches them. For now, check out [URL] /NJ",conv_2859071_2859070,2859071,2859070,False,,,automated_ensemble_verification,0.33,True,"Retained ground truth: Classifier prediction 'playlist_library_management' has moderate confidence (33.0%), preserving original label."
gold_021,offline_downloads,easy,AUTO_HANDLE,Local storage and download synchronization issue solvable via cache clearing and device storage checks.,"@user I'm still not sure why the @user UI shows 4,000+ songs to download when it maxes out at 3,333.","Guide user to check available storage, toggle Offline Mode off and on, or verify download limit per device.","@user Hey Monique! Currently, you can only download 3,333 songs for offline use per device, on a maximum of 3 different devices. Hope this clears things up /AR",conv_91682_91681,91682,91681,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'offline_downloads' (20.6%). Minor policy variance on triage routing.
gold_022,offline_downloads,easy,AUTO_HANDLE,Local storage and download synchronization issue solvable via cache clearing and device storage checks.,@SpotifyCares just upgraded to premium and my phone will not download my playlist,"Guide user to check available storage, toggle Offline Mode off and on, or verify download limit per device.","@user Hi Denis! The cavalry's here. What device (make and model), operating system, and Spotify version are you using? Are you getting any error messages? A screenshot can be handy /AU",conv_2898313_2898312,2898313,2898312,False,,,automated_ensemble_verification,0.47,True,"Retained ground truth: Classifier prediction 'playlist_library_management' has moderate confidence (47.2%), preserving original label."
gold_023,offline_downloads,easy,AUTO_HANDLE,Local storage and download synchronization issue solvable via cache clearing and device storage checks.,@SpotifyCares why are most of my songs not downloaded when they’ve all been downloaded for a long time ??? [URL],"Guide user to check available storage, toggle Offline Mode off and on, or verify download limit per device.",@user Hi Claudia! Sorry to hear this. Check out the steps under “Downloads unexpectedly removed” at [URL] They should help with this /GT,conv_2577807_2577805,2577807,2577805,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'offline_downloads' (44.8%). Minor policy variance on triage routing.
gold_024,offline_downloads,easy,AUTO_HANDLE,Local storage and download synchronization issue solvable via cache clearing and device storage checks.,@user Not true. I downloaded Spotify and theres no free songs to download. Just to let u know,"Guide user to check available storage, toggle Offline Mode off and on, or verify download limit per device.","@user Hey there! Allow us to clear things up. With Spotify Free, you'll be able to access and stream all the songs in our catalog, but you'll be unable to download them for offline listening. There's more info about our subscription options here: [URL] /DB",conv_2850062_2850061,2850062,2850061,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'offline_downloads' (51.4%) and consistent escalation policy.
gold_025,offline_downloads,easy,AUTO_HANDLE,Local storage and download synchronization issue solvable via cache clearing and device storage checks.,@user can you stop removing my downloaded albums,"Guide user to check available storage, toggle Offline Mode off and on, or verify download limit per device.","@user Hey there, we'd love to help! Can you let us know your device, operating system, and the version of Spotify you're running? We'll see what we can suggest /AG",conv_86378_86376,86378,86376,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'offline_downloads' (42.2%). Minor policy variance on triage routing.
gold_026,offline_downloads,easy,AUTO_HANDLE,Local storage and download synchronization issue solvable via cache clearing and device storage checks.,@user offline download limit. WHAAT. WHAAT. WHAAAAAT.,"Guide user to check available storage, toggle Offline Mode off and on, or verify download limit per device.","@user Hey there! Right now, there's a download limit of 3,333 tracks on 3 separate devices. We have more info here: [URL] Let us know if you have any other questions /DN",conv_74905_74903,74905,74903,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'offline_downloads' (54.5%) and consistent escalation policy.
gold_027,offline_downloads,easy,AUTO_HANDLE,Local storage and download synchronization issue solvable via cache clearing and device storage checks.,"@user why does your Android app randomly un-download songs, it's really frustrating [URL]","Guide user to check available storage, toggle Offline Mode off and on, or verify download limit per device.",@user Hi! Sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at [URL] They should help with this /DR,conv_575698_575697,575698,575697,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'offline_downloads' (28.9%). Minor policy variance on triage routing.
gold_028,offline_downloads,easy,AUTO_HANDLE,Local storage and download synchronization issue solvable via cache clearing and device storage checks.,@SpotifyCares Thank you. Would be great to have a way you can do it without logging out and wiping all downloaded stuff.,"Guide user to check available storage, toggle Offline Mode off and on, or verify download limit per device.","@user Thanks for the feedback. In case you have other concerns, don't hesitate to get back in touch. We're always... [URL] /TM",conv_2458965_2458967,2458965,2458967,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'offline_downloads' (35.5%). Minor policy variance on triage routing.
gold_029,offline_downloads,easy,AUTO_HANDLE,Local storage and download synchronization issue solvable via cache clearing and device storage checks.,@SpotifyCares It won't even let me DOWNLOAD it now.,"Guide user to check available storage, toggle Offline Mode off and on, or verify download limit per device.","@user Hmm. Just to check, are you not able to download the desktop app on your home computer at the moment? Also, is your work computer a desktop or laptop unit? /MT",conv_573185_573186,573185,573186,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'offline_downloads' (23.0%). Minor policy variance on triage routing.
gold_030,offline_downloads,easy,AUTO_HANDLE,Local storage and download synchronization issue solvable via cache clearing and device storage checks.,Very strange @user bug. The background behind the username widens with every song downloaded 🤔🤔 [URL],"Guide user to check available storage, toggle Offline Mode off and on, or verify download limit per device.",@user Thanks! Does logging out > restarting the device > logging back in seem to make a difference? Keep us posted /TB,conv_2855921_2855922,2855921,2855922,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'offline_downloads' (34.6%). Minor policy variance on triage routing.
gold_031,offline_downloads,short_noisy,AUTO_HANDLE,Local storage and download synchronization issue solvable via cache clearing and device storage checks.,@user i cant download any music 😭,"Guide user to check available storage, toggle Offline Mode off and on, or verify download limit per device.","@user Hey, help's here. Can you DM us your account's email address or username? We'll take a look under the hood /AY [URL]",conv_2937771_2937770,2937771,2937770,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'offline_downloads' (19.7%). Minor policy variance on triage routing.
gold_032,offline_downloads,ambiguous_edge,AUTO_HANDLE,Local storage and download synchronization issue solvable via cache clearing and device storage checks.,@user is there any way of me figuring out who appeared on The Indie List playlist last week? i didnt download it and fell in love with so many songs and now cant find them anywhere 😅,"Guide user to check available storage, toggle Offline Mode off and on, or verify download limit per device.","@user Hey Tayla! Unfortunately we're unable to recover last week's The Indie Playlist. Be sure to save your favorites, so you don't miss out in the future. For anything else, just give us a shout ✌️ /GS",conv_2915258_2915257,2915258,2915257,False,,,automated_ensemble_verification,0.5,True,"Retained ground truth: Classifier prediction 'playlist_library_management' has moderate confidence (49.9%), preserving original label."
gold_033,offline_downloads,ambiguous_edge,AUTO_HANDLE,Local storage and download synchronization issue solvable via cache clearing and device storage checks.,@SpotifyCares I go to my albums section and I can play a song no problem downloaded or non downloaded but when I try to search for a artists like Metallica or Rammstein it says error and my connection is fine so I don’t know what’s happening. Is the app down?,"Guide user to check available storage, toggle Offline Mode off and on, or verify download limit per device.",@user Hey there! Everything should be running smoothly now. Let us know if this is still happening /GS,conv_2916555_2916553,2916555,2916553,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'offline_downloads' (40.7%). Minor policy variance on triage routing.
gold_034,offline_downloads,ambiguous_edge,AUTO_HANDLE,Local storage and download synchronization issue solvable via cache clearing and device storage checks.,Hi @SpotifyCares Having issues with albums that have been downloaded to listen offline. On numerous occasions now ALL my downloaded albums have been removed. All downloaded playlists remain but not albums. This is V annoying as I listen on the go and have to re-download again,"Guide user to check available storage, toggle Offline Mode off and on, or verify download limit per device.","@user Hey Ollie, this doesn't sound good! Could you send us a DM with your account's username or email address? We'll take a look backstage 🔍 /DB [URL]",conv_2853058_2853057,2853058,2853057,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'offline_downloads' (76.3%) and consistent escalation policy.
gold_035,offline_downloads,ambiguous_edge,AUTO_HANDLE,Local storage and download synchronization issue solvable via cache clearing and device storage checks.,@SpotifyCares I didn't bother uninstalling and reinstalling. I did eject the SD card and there were no downloaded songs available in the app. So they are stored on the card but show as using internal storage space. Hmmm.,"Guide user to check available storage, toggle Offline Mode off and on, or verify download limit per device.","@user Apologies for the delay. Yes, we've encountered this issue before, and we'd like to cover all bases. As for your update, could you DM us your account's email address or username? We'll take a look backstage /MT [URL]",conv_1698003_1698005,1698003,1698005,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'offline_downloads' (72.1%) and consistent escalation policy.
gold_036,offline_downloads,ambiguous_edge,AUTO_HANDLE,Local storage and download synchronization issue solvable via cache clearing and device storage checks.,"@user Hey friends, did you change something with the app? I used to be able to play on my Apple TV from the app. Now all the options prompt me to download the app to an external device (TV/Computer/etc). Are you no longer compatible w/Apple TV? Thanks!","Guide user to check available storage, toggle Offline Mode off and on, or verify download limit per device.",@user Hey Helen! Help's here. Could you DM us your account's email address? We'll take a look backstage /C [URL],conv_584150_584149,584150,584149,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'offline_downloads' (18.0%). Minor policy variance on triage routing.
gold_037,offline_downloads,easy,AUTO_HANDLE,Local storage and download synchronization issue solvable via cache clearing and device storage checks.,@SpotifyCares this is the 4th time since I’ve been away that all my downloaded songs have disappeared from my phone. Why is this happening? So annoying when I don’t have regular access to WiFi to redownload.,"Guide user to check available storage, toggle Offline Mode off and on, or verify download limit per device.","@user Hey, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at [URL] They should help with this /MA",conv_2828397_2828396,2828397,2828396,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'offline_downloads' (39.1%). Minor policy variance on triage routing.
gold_038,offline_downloads,easy,AUTO_HANDLE,Local storage and download synchronization issue solvable via cache clearing and device storage checks.,@SpotifyCares hey guys I can access music I’ve downloaded but can’t search? [URL],"Guide user to check available storage, toggle Offline Mode off and on, or verify download limit per device.",@user Hey Lauren! Thanks for letting us know. Everything’s looking good on our end now - are you still having this issue? /LP,conv_2912539_2912538,2912539,2912538,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'offline_downloads' (39.2%). Minor policy variance on triage routing.
gold_039,offline_downloads,easy,AUTO_HANDLE,Local storage and download synchronization issue solvable via cache clearing and device storage checks.,"@SpotifyCares ""Click to install new update""..... *spotify closes*...... now won't open or install. Not even after complete removal & attempted web download. Suggestions? Windows 7 app [URL]","Guide user to check available storage, toggle Offline Mode off and on, or verify download limit per device.","@user Hey Christopher! Just to check, have you tried the steps here: [URL] They should help with this. Let us know if not /CO",conv_502670_502668,502670,502668,False,,,automated_ensemble_verification,0.75,True,Confirmed intent 'offline_downloads' (18.5%). Minor policy variance on triage routing.
gold_040,offline_downloads,easy,AUTO_HANDLE,Local storage and download synchronization issue solvable via cache clearing and device storage checks.,"Hey @SpotifyCares. Premium UK user, and I can't figure out why your app keeps eating my data allowance each month. It's been a recent thing, last few months. Only play downloaded songs, and only download on WiFi, yet 500mb+ data per month. Android, Nexus 6p, fully updated. Help!","Guide user to check available storage, toggle Offline Mode off and on, or verify download limit per device.",@user Hey Paul! Can you DM us your account's username and email address? We'll take a look backstage /SY [URL],conv_2857464_2857463,2857464,2857463,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'offline_downloads' (56.2%) and consistent escalation policy.
gold_041,subscription_billing,easy,ESCALATE,"Financial transaction, payment dispute, or subscription billing requires human agent verification of account records in DM.",I pay for premium and Spotify messes up two days in a row. Incredible. @SpotifyCares,Politely ask user to send a DM with their account email address and transaction date to inspect backstage billing.,@user Hey there! Can you let us know what's happening exactly? We'll see what we can suggest /FR,conv_2972076_2972075,2972076,2972075,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'subscription_billing' (15.3%) and consistent escalation policy.
gold_042,subscription_billing,easy,ESCALATE,"Financial transaction, payment dispute, or subscription billing requires human agent verification of account records in DM.",@user What about 99p a month for loyal customers who’ve been premium since Spotify started?,Politely ask user to send a DM with their account email address and transaction date to inspect backstage billing.,"@user Hey! Right now, this offer’s for new subscribers only. We’d recommend checking out our new Spotify Yearly discount - 12 months for the price of 10: [URL] Any questions, just give us a shout /NJ",conv_113854_591494,113854,591494,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'subscription_billing' (16.3%) and consistent escalation policy.
gold_043,subscription_billing,easy,ESCALATE,"Financial transaction, payment dispute, or subscription billing requires human agent verification of account records in DM.",.@user and those that supported you in the past years get this discount too? #keepdreaming [URL],Politely ask user to send a DM with their account email address and transaction date to inspect backstage billing.,@user Hey there! Sorry to hear you feel that way. Could you send us your account's username or email address via DM? We'll take a look backstage /LP [URL],conv_552670_552669,552670,552669,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'subscription_billing' (13.8%) and consistent escalation policy.
gold_044,subscription_billing,easy,ESCALATE,"Financial transaction, payment dispute, or subscription billing requires human agent verification of account records in DM.",@user hi I've recently just been billed 9.99 on my phone bill for a service I've cancelled. I have can you help.,Politely ask user to send a DM with their account email address and transaction date to inspect backstage billing.,"@user Hey, help's here! Can you DM us your account's email address? We'll check things out /CX [URL]",conv_2854455_2854454,2854455,2854454,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'subscription_billing' (49.5%) and consistent escalation policy.
gold_045,subscription_billing,easy,ESCALATE,Financial dispute / refund request requires human agent inspection of payment processor.,@SpotifyCares ive been double charged for my subscription how do i get this money back ?,Politely ask user to send a DM with their account email address and transaction date to inspect backstage billing.,@user Hi Paul! Can you send over your account's email address and username via DM? We'll check behind the scenes /NJ [URL],conv_596350_596349,596350,596349,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'subscription_billing' (58.7%) and consistent escalation policy.
gold_046,subscription_billing,easy,ESCALATE,"Financial transaction, payment dispute, or subscription billing requires human agent verification of account records in DM.",@SpotifyCares excuse me but I didn’t receive my student discount for this month’s payment,Politely ask user to send a DM with their account email address and transaction date to inspect backstage billing.,@user Hey there! Can you fire over your account's email address or username via DM? We'll take a look backstage /RC [URL],conv_2828379_2828378,2828379,2828378,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'subscription_billing' (76.1%) and consistent escalation policy.
gold_047,subscription_billing,easy,ESCALATE,"Financial transaction, payment dispute, or subscription billing requires human agent verification of account records in DM.",@SpotifyCares I’ve just upgraded my account to premium using your offer but it hasn’t updated in app??,Politely ask user to send a DM with their account email address and transaction date to inspect backstage billing.,"@user Hi, help's here! Can you DM us your account's email address along with a screenshot of how your username appears in the app? We'll take a closer look /RR [URL]",conv_2902781_2902779,2902781,2902779,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'subscription_billing' (14.8%) and consistent escalation policy.
gold_048,subscription_billing,easy,ESCALATE,"Financial transaction, payment dispute, or subscription billing requires human agent verification of account records in DM.",@user How do i update my payment info? I don't see a way on the website.,Politely ask user to send a DM with their account email address and transaction date to inspect backstage billing.,@user Hi Ray! You should be able to do so by following the steps at [URL] /DV,conv_592817_592815,592817,592815,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'subscription_billing' (55.9%) and consistent escalation policy.
gold_049,subscription_billing,easy,ESCALATE,Financial dispute / refund request requires human agent inspection of payment processor.,@SpotifyCares Why have I been charged twice for my subscription this month?,Politely ask user to send a DM with their account email address and transaction date to inspect backstage billing.,@user Hi Marc. That doesn't sound good. Can you DM us your account's email address or username? We'll take a look under the hood /XF [URL],conv_89564_89563,89564,89563,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'subscription_billing' (61.8%) and consistent escalation policy.
gold_050,subscription_billing,easy,ESCALATE,"Financial transaction, payment dispute, or subscription billing requires human agent verification of account records in DM.",@user Does this applies for existing Premium users too? 🤔,Politely ask user to send a DM with their account email address and transaction date to inspect backstage billing.,"@user Hey there! Right now, this offer's for new subscribers only. Stay tuned for more deals for existing Premium subscribers, though 🙂 /LO",conv_2929839_2929838,2929839,2929838,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'subscription_billing' (11.7%) and consistent escalation policy.
gold_051,subscription_billing,short_noisy,ESCALATE,"Financial transaction, payment dispute, or subscription billing requires human agent verification of account records in DM.",@user Is this offer auto renew???,Politely ask user to send a DM with their account email address and transaction date to inspect backstage billing.,@user Hey there! The cavalry's here. Can you DM us your account's email address? We'll take a look under the hood /KB [URL],conv_482487_1790177,482487,1790177,False,,,automated_ensemble_verification,0.85,True,Confirmed: High semantic concordance with intent 'subscription_billing' (19.4%) and consistent escalation policy.
